"","BirdID","birthyear","occasionyear","age_year","newlifespan","FPID","newstat","prate","Observer","SexEstimate","new_bug","BroodSize","nr_helpers","WatchType"
"1177",929,1994,2005,11,4203,37,"Dom",NA,NA,"1",3.76584093842371,NA,NA,NA
"1178",929,1994,2006,12,4203,75,"Sub",NA,NA,"1",3.14873123228241,NA,NA,NA
"1179",930,1994,1994,0,6839,17,"Sub",NA,NA,"0",NA,NA,NA,NA
"1180",930,1994,1995,1,6839,19,"Sub",NA,NA,"0",NA,NA,NA,NA
"1181",930,1994,1996,2,6839,21,"Help",0.1,NA,"0",5.50450219233333,1,1,"F"
"1182",930,1994,1997,3,6839,22,"Help",NA,NA,"0",6.34906043057842,NA,NA,NA
"1183",930,1994,1998,4,6839,25,"Help",0.0666666666666667,NA,"0",3.40909704426667,1,1,"F"
"1184",930,1994,1998,4,6839,25,"Help",0.0666666666666667,NA,"0",3.40909704426667,1,1,"FI"
"1185",930,1994,1998,4,6839,25,"Help",0.116666666666667,NA,"0",3.40909704426667,1,1,"F"
"1186",930,1994,1999,5,6839,28,"Dom",NA,NA,"0",5.15521640609487,NA,NA,NA
"1187",930,1994,2000,6,6839,39,"Sub",NA,NA,"0",NA,NA,NA,NA
"1188",930,1994,2001,7,6839,40,"Sub",NA,NA,"0",NA,NA,NA,NA
"1189",930,1994,2002,8,6839,41,"Dom",NA,NA,"0",NA,NA,NA,NA
"1190",930,1994,2003,9,6839,30,"Dom",NA,NA,"0",3.65308711255895,NA,NA,NA
"1191",930,1994,2004,10,6839,34,"Dom",NA,NA,"0",3.18841004325798,NA,NA,NA
"1192",930,1994,2005,11,6839,37,"Dom",0.0888888888888889,NA,"0",3.84936357792857,1,1,"FI"
"1193",930,1994,2005,11,6839,37,"Dom",0.0888888888888889,NA,"0",3.84936357792857,1,1,"F"
"1194",930,1994,2006,12,6839,75,"Dom",NA,NA,"0",3.14873123228241,NA,NA,NA
"1195",930,1994,2007,13,6839,82,"Dom",NA,NA,"0",2.00111878419741,NA,NA,NA
"1196",930,1994,2008,14,6839,87,"Dom",NA,NA,"0",2.59212595036396,NA,NA,NA
"1197",930,1994,2009,15,6839,92,"Dom",NA,NA,"0",4.55094243891926,NA,NA,NA
"1198",930,1994,2010,16,6839,104,"Dom",NA,NA,"0",3.43745237720491,NA,NA,NA
"1199",930,1994,2011,17,6839,105,"Dom",NA,NA,"0",9.22112790135102,NA,NA,NA
"1200",930,1994,2012,18,6839,116,"Dom",NA,NA,"0",4.47840260394996,NA,NA,NA
"1201",930,1994,2013,19,6839,122,"Sub",NA,NA,"0",3.25588827134803,NA,NA,NA
"1202",932,1994,1994,0,3036,17,"Sub",NA,NA,"0",NA,NA,NA,NA
"1203",932,1994,1995,1,3036,19,"Sub",NA,NA,"0",NA,NA,NA,NA
"1204",932,1994,1996,2,3036,21,"Help",NA,NA,"0",5.504502192368,NA,NA,NA
"1205",932,1994,1997,3,3036,22,"Help",NA,NA,"0",6.34906043057842,NA,NA,NA
"1206",932,1994,1998,4,3036,25,"Help",0.0833333333333333,NA,"0",3.40909704426667,2,1,"FI"
"1207",932,1994,1998,4,3036,25,"Help",0.25,NA,"0",3.40909704426667,2,1,"F"
"1208",932,1994,1998,4,3036,25,"Help",0.183333333333333,NA,"0",3.40909704426667,2,1,"FI"
"1209",932,1994,1999,5,3036,28,"Help",NA,NA,"0",5.15521640609487,NA,NA,NA
"1210",932,1994,2000,6,3036,39,"Sub",NA,NA,"0",NA,NA,NA,NA
"1211",932,1994,2001,7,3036,40,"Sub",NA,NA,"0",NA,NA,NA,NA
"1212",932,1994,2002,8,3036,41,"Dom",NA,NA,"0",NA,NA,NA,NA
"1213",949,1995,1995,0,2617,19,"Sub",NA,NA,"0",NA,NA,NA,NA
"1214",949,1995,1996,1,2617,21,"Sub",NA,NA,"0",5.504502192368,NA,NA,NA
"1215",949,1995,1997,2,2617,22,"Dom",NA,NA,"0",6.34906043057842,NA,NA,NA
"1216",949,1995,1998,3,2617,25,"Dom",NA,NA,"0",3.40909704468116,NA,NA,NA
"1217",949,1995,1999,4,2617,28,"Dom",0.183333333333333,NA,"0",5.15521640586667,1,0,"F"
"1218",949,1995,2000,5,2617,39,"Dom",NA,NA,"0",NA,NA,NA,NA
"1219",949,1995,2001,6,2617,40,"Dom",NA,NA,"0",NA,NA,NA,NA
"1220",949,1995,2002,7,2617,41,"Dom",NA,NA,"0",NA,NA,NA,NA
"1221",950,1995,1995,0,408,19,"Sub",NA,NA,"0",NA,NA,NA,NA
"1222",950,1995,1996,1,408,21,"Help",0.15,NA,"0",5.50450219233333,1,1,"F"
"1223",951,1995,1995,0,2651,19,"Sub",NA,NA,"0",NA,NA,NA,NA
"1224",951,1995,1996,1,2651,21,"Sub",NA,NA,"0",5.504502192368,NA,NA,NA
"1225",951,1995,1997,2,2651,22,"Dom",NA,NA,"0",6.34906043057842,NA,NA,NA
"1226",951,1995,1998,3,2651,25,"Dom",NA,NA,"0",3.40909704468116,NA,NA,NA
"1227",951,1995,1999,4,2651,28,"Dom",0.2,NA,"0",5.15521640586667,1,0,"FI"
"1228",951,1995,2000,5,2651,39,"Dom",NA,NA,"0",NA,NA,NA,NA
"1229",951,1995,2001,6,2651,40,"Dom",NA,NA,"0",NA,NA,NA,NA
"1230",951,1995,2002,7,2651,41,"Dom",NA,NA,"0",NA,NA,NA,NA
"1231",1017,1992,1992,0,3705,NA,"Sub",NA,NA,"0",NA,NA,NA,NA
"1232",1017,1992,1993,1,3705,16,"Dom",NA,NA,"0",NA,NA,NA,NA
"1233",1017,1992,1994,2,3705,17,"Dom",NA,NA,"0",NA,NA,NA,NA
"1234",1017,1992,1995,3,3705,19,"Dom",NA,NA,"0",NA,NA,NA,NA
"1235",1017,1992,1996,4,3705,21,"Dom",NA,NA,"0",5.504502192368,NA,NA,NA
"1236",1017,1992,1997,5,3705,22,"Dom",NA,NA,"0",6.34906043057842,NA,NA,NA
"1237",1017,1992,1998,6,3705,25,"Dom",0.1,NA,"0",3.40909704426667,1,0,"FI"
"1238",1017,1992,1998,6,3705,25,"Dom",0.233333333333333,NA,"0",3.40909704426667,1,0,"FI"
"1239",1017,1992,1999,7,3705,28,"Dom",0.183333333333333,NA,"0",5.15521640586667,1,0,"FI"
"1240",1017,1992,1999,7,3705,28,"Dom",0.0833333333333333,NA,"0",5.15521640586667,1,0,"F"
"1241",1017,1992,2000,8,3705,39,"Dom",NA,NA,"0",NA,NA,NA,NA
"1242",1017,1992,2001,9,3705,40,"Dom",NA,NA,"0",NA,NA,NA,NA
"1243",1017,1992,2002,10,3705,41,"Dom",NA,NA,"0",NA,NA,NA,NA
"1244",1018,1995,1995,0,4335,19,"Sub",NA,NA,"1",NA,NA,NA,NA
"1245",1018,1995,1996,1,4335,21,"Dom",NA,NA,"1",5.504502192368,NA,NA,NA
"1246",1018,1995,1997,2,4335,22,"Dom",NA,NA,"1",6.34906043057842,NA,NA,NA
"1247",1018,1995,1998,3,4335,25,"Dom",0.15,NA,"1",3.40909704426667,1,0,"FI"
"1248",1018,1995,1998,3,4335,25,"Dom",0.133333333333333,NA,"1",3.40909704426667,1,0,"FI"
"1249",1018,1995,1999,4,4335,28,"Dom",0.183333333333333,NA,"1",5.15521640586667,1,0,"F"
"1250",1018,1995,1999,4,4335,28,"Dom",0.133333333333333,NA,"1",5.15521640586667,1,0,"FI"
"1251",1018,1995,2000,5,4335,39,"Dom",NA,NA,"1",NA,NA,NA,NA
"1252",1018,1995,2001,6,4335,40,"Dom",NA,NA,"1",NA,NA,NA,NA
"1253",1018,1995,2002,7,4335,41,"Dom",NA,NA,"1",NA,NA,NA,NA
"1254",1018,1995,2003,8,4335,30,"Dom",NA,NA,"1",3.65308711255895,NA,NA,NA
"1255",1018,1995,2004,9,4335,34,"Dom",NA,NA,"1",3.18841004325798,NA,NA,NA
"1256",1018,1995,2005,10,4335,37,"Dom",NA,NA,"1",3.76584093842371,NA,NA,NA
"1257",1018,1995,2006,11,4335,75,"Dom",NA,NA,"1",3.14873123228241,NA,NA,NA
"1258",1018,1995,2007,12,4335,82,"Dom",NA,NA,"1",2.00111878419741,NA,NA,NA
"1259",1019,1995,1995,0,1183,19,"Sub",NA,NA,"0",NA,NA,NA,NA
"1260",1019,1995,1996,1,1183,21,"Sub",NA,NA,"0",5.504502192368,NA,NA,NA
"1261",1019,1995,1997,2,1183,22,"Help",NA,NA,"0",6.34906043057842,NA,NA,NA
"1262",1019,1995,1998,3,1183,25,"Dom",0.133333333333333,NA,"0",3.40909704426667,2,2,"FI"
"1263",1019,1995,1998,3,1183,25,"Dom",0.0666666666666667,NA,"0",3.40909704426667,2,2,"F"
"1264",1019,1995,1998,3,1183,25,"Dom",0.0666666666666667,NA,"0",3.40909704426667,2,2,"FI"
"1265",1024,1995,1995,0,4460,19,"Sub",NA,NA,"0",NA,NA,NA,NA
"1266",1024,1995,1996,1,4460,21,"Sub",NA,NA,"0",5.504502192368,NA,NA,NA
"1267",1024,1995,1997,2,4460,22,"Dom",NA,NA,"0",6.34906043057842,NA,NA,NA
"1268",1024,1995,1998,3,4460,25,"Dom",NA,NA,"0",3.40909704468116,NA,NA,NA
"1269",1024,1995,1999,4,4460,28,"Dom",NA,NA,"0",5.15521640609487,NA,NA,NA
"1270",1024,1995,2000,5,4460,39,"Dom",NA,NA,"0",NA,NA,NA,NA
"1271",1024,1995,2001,6,4460,40,"Dom",NA,NA,"0",NA,NA,NA,NA
"1272",1024,1995,2002,7,4460,41,"Dom",NA,NA,"0",NA,NA,NA,NA
"1273",1024,1995,2003,8,4460,30,"Dom",NA,NA,"0",3.65308711255895,NA,NA,NA
"1274",1024,1995,2004,9,4460,34,"Dom",NA,NA,"0",3.18841004325798,NA,NA,NA
"1275",1024,1995,2005,10,4460,37,"Dom",NA,NA,"0",3.76584093842371,NA,NA,NA
"1276",1024,1995,2006,11,4460,75,"Dom",0.144444444444444,NA,"0",3.14873123264286,1,0,"FI"
"1277",1024,1995,2007,12,4460,82,"Dom",NA,NA,"0",2.00111878419741,NA,NA,NA
"1278",1026,1996,1996,0,939,21,"Sub",NA,NA,"0",5.504502192368,NA,NA,NA
"1279",1026,1996,1997,1,939,22,"Sub",NA,NA,"0",6.34906043057842,NA,NA,NA
"1280",1026,1996,1998,2,939,25,"Dom",0.0333333333333333,NA,"0",3.40909704426667,1,0,"FI"
"1281",1026,1996,1998,2,939,25,"Dom",0.216666666666667,NA,"0",3.40909704426667,1,0,"FI"
"1282",1026,1996,1999,3,939,28,"Sub",NA,NA,"0",5.15521640609487,NA,NA,NA
"1283",1028,1995,1995,0,1870,19,"Sub",NA,NA,"1",NA,NA,NA,NA
"1284",1028,1995,1996,1,1870,21,"Sub",NA,NA,"1",5.504502192368,NA,NA,NA
"1285",1028,1995,1997,2,1870,22,"Dom",NA,NA,"1",6.34906043057842,NA,NA,NA
"1286",1028,1995,1998,3,1870,25,"Dom",NA,NA,"1",3.40909704468116,NA,NA,NA
"1287",1028,1995,1999,4,1870,28,"Dom",0.1,NA,"1",5.15521640586667,1,0,"FI"
"1288",1028,1995,2000,5,1870,39,"Dom",NA,NA,"1",NA,NA,NA,NA
"1289",1029,1996,1996,0,5194,21,"Sub",NA,NA,"1",5.504502192368,NA,NA,NA
"1290",1029,1996,1997,1,5194,22,"Dom",NA,NA,"1",6.34906043057842,NA,NA,NA
"1291",1029,1996,1998,2,5194,25,"Dom",NA,NA,"1",3.40909704468116,NA,NA,NA
"1292",1029,1996,1999,3,5194,28,"Dom",NA,NA,"1",5.15521640609487,NA,NA,NA
"1293",1029,1996,2000,4,5194,39,"Dom",NA,NA,"1",NA,NA,NA,NA
"1294",1029,1996,2001,5,5194,40,"Dom",NA,NA,"1",NA,NA,NA,NA
"1295",1029,1996,2002,6,5194,41,"Dom",NA,NA,"1",NA,NA,NA,NA
"1296",1029,1996,2003,7,5194,30,"Dom",NA,NA,"1",3.65308711255895,NA,NA,NA
"1297",1029,1996,2004,8,5194,34,"Dom",NA,NA,"1",3.18841004325798,NA,NA,NA
"1298",1029,1996,2005,9,5194,37,"Dom",0.111111111111111,NA,"1",3.84936357792857,1,1,"FI"
"1299",1029,1996,2006,10,5194,75,"Dom",0.166666666666667,NA,"1",3.14873123264286,1,0,"F"
"1300",1029,1996,2007,11,5194,82,"Dom",NA,NA,"1",2.00111878419741,NA,NA,NA
"1301",1029,1996,2008,12,5194,87,"Dom",0.0923076923076923,NA,"1",2.59212595028571,1,1,"FI"
"1302",1029,1996,2009,13,5194,92,"Dom",NA,NA,"1",4.55094243891926,NA,NA,NA
"1303",1029,1996,2010,14,5194,104,"Dom",0.216666666666667,"MH","1",3.4374523775,1,0,"FI"
"1304",1029,1996,2010,14,5194,104,"Dom",0.183333333333333,"MH","1",3.4374523775,1,0,"FI"
"1305",1031,1996,1996,0,5018,21,"Sub",NA,NA,"1",5.504502192368,NA,NA,NA
"1306",1031,1996,1997,1,5018,22,"Sub",NA,NA,"1",6.34906043057842,NA,NA,NA
"1307",1031,1996,1998,2,5018,25,"Dom",NA,NA,"1",3.40909704468116,NA,NA,NA
"1308",1031,1996,1999,3,5018,28,"Dom",0.2,NA,"1",5.15521640586667,2,0,"FI"
"1309",1031,1996,1999,3,5018,28,"Dom",0.15,NA,"1",5.15521640586667,2,0,"F"
"1310",1031,1996,2000,4,5018,39,"Dom",NA,NA,"1",NA,NA,NA,NA
"1311",1031,1996,2001,5,5018,40,"Dom",NA,NA,"1",NA,NA,NA,NA
"1312",1031,1996,2002,6,5018,41,"Dom",NA,NA,"1",NA,NA,NA,NA
"1313",1031,1996,2003,7,5018,30,"Dom",0.155555555555556,NA,"1",3.65308711307692,1,1,"FI"
"1314",1031,1996,2004,8,5018,34,"Dom",NA,NA,"1",3.18841004325798,NA,NA,NA
"1315",1031,1996,2005,9,5018,37,"Dom",NA,NA,"1",3.76584093842371,NA,NA,NA
"1316",1031,1996,2006,10,5018,75,"Dom",NA,NA,"1",3.14873123228241,NA,NA,NA
"1317",1031,1996,2007,11,5018,82,"Dom",NA,NA,"1",2.00111878419741,NA,NA,NA
"1318",1031,1996,2008,12,5018,87,"Dom",NA,NA,"1",2.59212595036396,NA,NA,NA
"1319",1031,1996,2009,13,5018,92,"Dom",NA,NA,"1",4.55094243891926,NA,NA,NA
"1320",1031,1996,2010,14,5018,104,"Sub",NA,NA,"1",3.43745237720491,NA,NA,NA
"1321",1032,1996,1996,0,1860,21,"Sub",NA,NA,"1",5.504502192368,NA,NA,NA
"1322",1032,1996,1997,1,1860,22,"Help",0.0333333333333333,"KO","1",6.34906043033333,1,1,"FI"
"1323",1032,1996,1998,2,1860,25,"Dom",0.2,NA,"1",3.40909704426667,1,0,"FI"
"1324",1032,1996,1998,2,1860,25,"Dom",0.15,NA,"1",3.40909704426667,1,0,"FI"
"1325",1032,1996,1999,3,1860,28,"Dom",NA,NA,"1",5.15521640609487,NA,NA,NA
"1326",1032,1996,2000,4,1860,39,"Dom",NA,NA,"1",NA,NA,NA,NA
"1327",1032,1996,2001,5,1860,40,"Dom",NA,NA,"1",NA,NA,NA,NA
"1328",1033,1996,1996,0,424,21,"Sub",NA,NA,"0",5.504502192368,NA,NA,NA
"1329",1033,1996,1997,1,424,22,"Help",0.166666666666667,NA,"0",6.34906043033333,1,1,"FI"
"1330",1037,1995,1995,0,1533,19,"Sub",NA,NA,"1",NA,NA,NA,NA
"1331",1037,1995,1996,1,1533,21,"Dom",0.0833333333333333,NA,"1",5.50450219233333,1,0,"F"
"1332",1037,1995,1997,2,1533,22,"Dom",0.155555555555556,NA,"1",6.34906043033333,1,1,"FI"
"1333",1037,1995,1997,2,1533,22,"Dom",0.2,NA,"1",6.34906043033333,1,1,"F"
"1334",1037,1995,1998,3,1533,25,"Dom",0.1,NA,"1",3.40909704426667,1,0,"FI"
"1335",1037,1995,1998,3,1533,25,"Dom",0.133333333333333,NA,"1",3.40909704426667,1,0,"FI"
"1336",1037,1995,1998,3,1533,25,"Dom",0.116666666666667,NA,"1",3.40909704426667,1,0,"F"
"1337",1037,1995,1999,4,1533,28,"Dom",0.183333333333333,NA,"1",5.15521640586667,1,0,"FI"
"1338",1037,1995,1999,4,1533,28,"Dom",0.15,NA,"1",5.15521640586667,1,0,"F"
"1339",1039,1995,1995,0,2202,19,"Sub",NA,NA,"1",NA,NA,NA,NA
"1340",1039,1995,1996,1,2202,21,"Dom",NA,NA,"1",5.504502192368,NA,NA,NA
"1341",1039,1995,1997,2,2202,22,"Dom",NA,NA,"1",6.34906043057842,NA,NA,NA
"1342",1039,1995,1998,3,2202,25,"Dom",NA,NA,"1",3.40909704468116,NA,NA,NA
"1343",1039,1995,1999,4,2202,28,"Dom",0.15,NA,"1",5.15521640586667,1,0,"FI"
"1344",1039,1995,2000,5,2202,39,"Dom",NA,NA,"1",NA,NA,NA,NA
"1345",1039,1995,2001,6,2202,40,"Dom",NA,NA,"1",NA,NA,NA,NA
"1346",1040,1995,1995,0,4066,19,"Sub",NA,NA,"1",NA,NA,NA,NA
"1347",1040,1995,1996,1,4066,21,"Sub",NA,NA,"1",5.504502192368,NA,NA,NA
"1348",1040,1995,1997,2,4066,22,"Dom",NA,NA,"1",6.34906043057842,NA,NA,NA
"1349",1040,1995,1998,3,4066,25,"Dom",NA,NA,"1",3.40909704468116,NA,NA,NA
"1350",1040,1995,1999,4,4066,28,"Dom",0.1,NA,"1",5.15521640586667,1,0,"F"
"1351",1040,1995,1999,4,4066,28,"Dom",0.0833333333333333,NA,"1",5.15521640586667,1,0,"FI"
"1352",1040,1995,2000,5,4066,39,"Dom",NA,NA,"1",NA,NA,NA,NA
"1353",1040,1995,2001,6,4066,40,"Dom",NA,NA,"1",NA,NA,NA,NA
"1354",1040,1995,2002,7,4066,41,"Dom",NA,NA,"1",NA,NA,NA,NA
"1355",1040,1995,2003,8,4066,30,"Dom",0.177777777777778,NA,"1",3.65308711307692,1,1,"FI"
"1356",1040,1995,2004,9,4066,34,"Dom",NA,NA,"1",3.18841004325798,NA,NA,NA
"1357",1040,1995,2005,10,4066,37,"Dom",0.211111111111111,NA,"1",3.84936357792857,1,1,"FI"
"1358",1040,1995,2006,11,4066,75,"Sub",NA,NA,"1",3.14873123228241,NA,NA,NA
"1359",1041,1995,1995,0,1293,19,"Sub",NA,NA,"1",NA,NA,NA,NA
"1360",1041,1995,1996,1,1293,21,"Dom",NA,NA,"1",5.504502192368,NA,NA,NA
"1361",1041,1995,1997,2,1293,22,"Dom",NA,NA,"1",6.34906043057842,NA,NA,NA
"1362",1041,1995,1998,3,1293,25,"Dom",0.1,NA,"1",3.40909704426667,1,0,"FI"
"1363",1041,1995,1999,4,1293,28,"Sub",NA,NA,"1",5.15521640609487,NA,NA,NA
"1364",1042,1996,1996,0,7188,21,"Sub",NA,NA,"0",5.504502192368,NA,NA,NA
"1365",1042,1996,1997,1,7188,22,"Sub",NA,NA,"0",6.34906043057842,NA,NA,NA
"1366",1042,1996,1998,2,7188,25,"Dom",NA,NA,"0",3.40909704468116,NA,NA,NA
"1367",1042,1996,1999,3,7188,28,"Dom",0.166666666666667,NA,"0",5.15521640586667,1,1,"FI"
"1368",1042,1996,2000,4,7188,39,"Dom",NA,NA,"0",NA,NA,NA,NA
"1369",1042,1996,2001,5,7188,40,"Dom",NA,NA,"0",NA,NA,NA,NA
"1370",1042,1996,2002,6,7188,41,"Dom",NA,NA,"0",NA,NA,NA,NA
"1371",1042,1996,2003,7,7188,30,"Dom",NA,NA,"0",3.65308711255895,NA,NA,NA
"1372",1042,1996,2004,8,7188,34,"Dom",NA,NA,"0",3.18841004325798,NA,NA,NA
"1373",1042,1996,2005,9,7188,37,"Dom",0.216666666666667,NA,"0",3.84936357792857,1,0,"F"
"1374",1042,1996,2005,9,7188,37,"Dom",0.0333333333333333,NA,"0",3.84936357792857,1,0,"F"
"1375",1042,1996,2006,10,7188,75,"Dom",0.0111111111111111,NA,"0",3.14873123264286,1,1,"FI"
"1376",1042,1996,2006,10,7188,75,"Dom",0.2,NA,"0",3.14873123264286,1,1,"F"
"1377",1042,1996,2007,11,7188,82,"Dom",NA,NA,"0",2.00111878419741,NA,NA,NA
"1378",1042,1996,2008,12,7188,87,"Dom",NA,NA,"0",2.59212595036396,NA,NA,NA
"1379",1042,1996,2009,13,7188,92,"Dom",NA,NA,"0",4.55094243891926,NA,NA,NA
"1380",1042,1996,2010,14,7188,104,"Dom",NA,NA,"0",3.43745237720491,NA,NA,NA
"1381",1042,1996,2011,15,7188,105,"Dom",NA,NA,"0",9.22112790135102,NA,NA,NA
"1382",1042,1996,2012,16,7188,116,"Dom",NA,NA,"0",4.47840260394996,NA,NA,NA
"1383",1042,1996,2013,17,7188,122,"Sub",NA,NA,"0",3.25588827134803,NA,NA,NA
"1384",1042,1996,2014,18,7188,125,"Help",0.05,"MB","0",4.45790002828571,2,3,"FI"
"1385",1042,1996,2015,19,7188,142,"Sub",NA,NA,"0",4.85534727125805,NA,NA,NA
"1386",1042,1996,2016,20,7188,159,"Sub",NA,NA,"0",4.21428620244736,NA,NA,NA
"1387",1047,1996,1996,0,1155,21,"Sub",NA,NA,"1",5.504502192368,NA,NA,NA
"1388",1047,1996,1997,1,1155,22,"Sub",NA,NA,"1",6.34906043057842,NA,NA,NA
"1389",1047,1996,1998,2,1155,25,"Dom",0.1,NA,"1",3.40909704426667,1,0,"FI"
"1390",1047,1996,1999,3,1155,28,"Dom",0.25,NA,"1",5.15521640586667,1,0,"F"
"1391",1049,1996,1996,0,2263,21,"Sub",NA,NA,"0",5.504502192368,NA,NA,NA
"1392",1049,1996,1997,1,2263,22,"Sub",NA,NA,"0",6.34906043057842,NA,NA,NA
"1393",1049,1996,1998,2,2263,25,"Dom",NA,NA,"0",3.40909704468116,NA,NA,NA
"1394",1049,1996,1999,3,2263,28,"Dom",NA,NA,"0",5.15521640609487,NA,NA,NA
"1395",1049,1996,2000,4,2263,39,"Dom",NA,NA,"0",NA,NA,NA,NA
"1396",1049,1996,2001,5,2263,40,"Dom",NA,NA,"0",NA,NA,NA,NA
"1397",1049,1996,2002,6,2263,41,"Dom",NA,NA,"0",NA,NA,NA,NA
"1398",1049,1996,2003,7,2263,30,"Help",0.1,NA,"0",3.65308711307692,1,1,"F"
"1399",1061,1996,1996,0,608,21,"Sub",NA,NA,"1",5.504502192368,NA,NA,NA
"1400",1061,1996,1997,1,608,22,"Help",0.111111111111111,NA,"1",6.34906043033333,1,1,"FI"
"1401",1061,1996,1997,1,608,22,"Help",0.0111111111111111,NA,"1",6.34906043033333,1,1,"F"
"1402",1061,1996,1998,2,608,25,"Sub",NA,NA,"1",3.40909704468116,NA,NA,NA
"1403",1151,1996,1996,0,1179,21,"Sub",NA,NA,"1",5.504502192368,NA,NA,NA
"1404",1151,1996,1997,1,1179,22,"Dom",NA,NA,"1",6.34906043057842,NA,NA,NA
"1405",1151,1996,1998,2,1179,25,"Dom",NA,NA,"1",3.40909704468116,NA,NA,NA
"1406",1151,1996,1999,3,1179,28,"Dom",0.183333333333333,NA,"1",5.15521640586667,1,0,"FI"
"1407",1152,1997,1997,0,1975,22,"Sub",NA,NA,"0",6.34906043057842,NA,NA,NA
"1408",1152,1997,1998,1,1975,25,"Help",0.0166666666666667,NA,"0",3.40909704426667,1,2,"F"
"1409",1152,1997,1999,2,1975,28,"Help",NA,NA,"0",5.15521640609487,NA,NA,NA
"1410",1152,1997,2000,3,1975,39,"Dom",NA,NA,"0",NA,NA,NA,NA
"1411",1152,1997,2001,4,1975,40,"Dom",NA,NA,"0",NA,NA,NA,NA
"1412",1152,1997,2002,5,1975,41,"Dom",NA,NA,"0",NA,NA,NA,NA
"1413",1154,1996,1996,0,1497,21,"Sub",NA,NA,"1",5.504502192368,NA,NA,NA
"1414",1154,1996,1997,1,1497,22,"Dom",NA,NA,"1",6.34906043057842,NA,NA,NA
"1415",1154,1996,1998,2,1497,25,"Dom",NA,NA,"1",3.40909704468116,NA,NA,NA
"1416",1154,1996,1999,3,1497,28,"Dom",0.133333333333333,NA,"1",5.15521640586667,1,0,"F"
"1417",1154,1996,2000,4,1497,39,"Dom",NA,NA,"1",NA,NA,NA,NA
"1418",1155,1996,1996,0,4245,21,"Sub",NA,NA,"0",5.504502192368,NA,NA,NA
"1419",1155,1996,1997,1,4245,22,"Dom",NA,NA,"0",6.34906043057842,NA,NA,NA
"1420",1155,1996,1998,2,4245,25,"Dom",NA,NA,"0",3.40909704468116,NA,NA,NA
"1421",1155,1996,1999,3,4245,28,"Dom",0.266666666666667,NA,"0",5.15521640586667,1,0,"F"
"1422",1155,1996,2000,4,4245,39,"Dom",NA,NA,"0",NA,NA,NA,NA
"1423",1155,1996,2001,5,4245,40,"Dom",NA,NA,"0",NA,NA,NA,NA
"1424",1155,1996,2002,6,4245,41,"Dom",NA,NA,"0",NA,NA,NA,NA
"1425",1155,1996,2003,7,4245,30,"Dom",NA,NA,"0",3.65308711255895,NA,NA,NA
"1426",1155,1996,2004,8,4245,34,"Dom",NA,NA,"0",3.18841004325798,NA,NA,NA
"1427",1155,1996,2005,9,4245,37,"Dom",NA,NA,"0",3.76584093842371,NA,NA,NA
"1428",1155,1996,2006,10,4245,75,"Dom",NA,NA,"0",3.14873123228241,NA,NA,NA
"1429",1155,1996,2007,11,4245,82,"Sub",NA,NA,"0",2.00111878419741,NA,NA,NA
"1430",1155,1996,2008,12,4245,87,"Sub",NA,NA,"0",2.59212595036396,NA,NA,NA
"1431",1156,1996,1996,0,1846,21,"Sub",NA,NA,"1",5.504502192368,NA,NA,NA
"1432",1156,1996,1997,1,1846,22,"Sub",NA,NA,"1",6.34906043057842,NA,NA,NA
"1433",1156,1996,1998,2,1846,25,"Dom",NA,NA,"1",3.40909704468116,NA,NA,NA
"1434",1156,1996,1999,3,1846,28,"Dom",0.2,NA,"1",5.15521640586667,2,0,"F"
"1435",1156,1996,2000,4,1846,39,"Dom",NA,NA,"1",NA,NA,NA,NA
"1436",1156,1996,2001,5,1846,40,"Dom",NA,NA,"1",NA,NA,NA,NA
"1437",1158,1996,1996,0,2275,21,"Sub",NA,NA,"0",5.504502192368,NA,NA,NA
"1438",1158,1996,1997,1,2275,22,"Dom",NA,NA,"0",6.34906043057842,NA,NA,NA
"1439",1158,1996,1998,2,2275,25,"Help",0.133333333333333,NA,"0",3.40909704426667,2,2,"FI"
"1440",1158,1996,1998,2,2275,25,"Help",0.133333333333333,NA,"0",3.40909704426667,2,2,"FI"
"1441",1158,1996,1998,2,2275,25,"Help",0.183333333333333,NA,"0",3.40909704426667,2,2,"F"
"1442",1158,1996,1999,3,2275,28,"Dom",NA,NA,"0",5.15521640609487,NA,NA,NA
"1443",1158,1996,2000,4,2275,39,"Dom",NA,NA,"0",NA,NA,NA,NA
"1444",1158,1996,2001,5,2275,40,"Dom",NA,NA,"0",NA,NA,NA,NA
"1445",1158,1996,2002,6,2275,41,"Dom",NA,NA,"0",NA,NA,NA,NA
"1446",1159,1996,1996,0,1173,21,"Sub",NA,NA,"1",5.504502192368,NA,NA,NA
"1447",1159,1996,1997,1,1173,22,"Dom",NA,NA,"1",6.34906043057842,NA,NA,NA
"1448",1159,1996,1998,2,1173,25,"Dom",0.0666666666666667,NA,"1",3.40909704426667,2,2,"FI"
"1449",1159,1996,1998,2,1173,25,"Dom",0.15,NA,"1",3.40909704426667,2,2,"F"
"1450",1159,1996,1998,2,1173,25,"Dom",0.0666666666666667,NA,"1",3.40909704426667,2,2,"FI"
"1451",1159,1996,1999,3,1173,28,"Dom",NA,NA,"1",5.15521640609487,NA,NA,NA
"1452",1160,1996,1996,0,1172,21,"Sub",NA,NA,"0",5.504502192368,NA,NA,NA
"1453",1160,1996,1997,1,1172,22,"Dom",NA,NA,"0",6.34906043057842,NA,NA,NA
