"","BirdID","birthyear","occasionyear","age_year","newlifespan","newFPID","newstat","BodyMass","RightTarsus","Observer","SexEstimate","CatchTime_mins","new_bug"
"1172",604,1993,1998,5,2591,25,"Dom",14,24.6000003814697,"DR","0",520,3.40909704426667
"1173",604,1993,1999,6,2591,28,"Dom",NA,NA,NA,"0",NA,5.15521640609487
"1174",604,1993,2000,7,2591,39,"Dom",NA,NA,NA,"0",NA,NA
"1175",605,1993,1994,1,2029,17,"Dom",16.2000007629395,NA,"LG","1",NA,NA
"1176",605,1993,1995,2,2029,19,"Sub",NA,NA,NA,"1",NA,NA
"1177",605,1993,1996,3,2029,21,"Sub",NA,NA,NA,"1",NA,5.504502192368
"1178",605,1993,1997,4,2029,22,"Dom",16,26.3999996185303,"KB","1",550,6.34906043033333
"1179",605,1993,1998,5,2029,25,"Dom",NA,NA,NA,"1",NA,3.40909704468116
"1180",605,1993,1999,6,2029,28,"Sub",NA,NA,NA,"1",NA,5.15521640609487
"1181",606,1993,1994,1,1722,17,"Sub",16.2999992370605,NA,"LG","1",NA,NA
"1182",606,1993,1995,2,1722,19,"Dom",16,NA,"JK","1",NA,NA
"1183",606,1993,1996,3,1722,21,"Dom",NA,NA,NA,"1",NA,5.504502192368
"1184",606,1993,1997,4,1722,22,"Dom",16.5,25.5,"KO","1",660,6.34906043033333
"1185",606,1993,1998,5,1722,25,"Sub",NA,NA,NA,"1",NA,3.40909704468116
"1186",607,1993,1994,1,2938,17,"Sub",16.7999992370605,NA,"LG","1",NA,NA
"1187",607,1993,1995,2,2938,19,"Help",NA,NA,NA,"1",NA,NA
"1188",607,1993,1996,3,2938,21,"Sub",NA,NA,NA,"1",NA,5.504502192368
"1189",607,1993,1997,4,2938,22,"Sub",NA,NA,NA,"1",NA,6.34906043057842
"1190",607,1993,1998,5,2938,25,"Dom",16.5,25.5,"DR","1",570,3.40909704426667
"1191",607,1993,1999,6,2938,28,"Dom",NA,NA,NA,"1",NA,5.15521640609487
"1192",607,1993,2000,7,2938,39,"Dom",NA,NA,NA,"1",NA,NA
"1193",607,1993,2001,8,2938,40,"Dom",NA,NA,NA,"1",NA,NA
"1194",608,1993,1994,1,1721,17,"Sub",15.6000003814697,NA,"LG","0",NA,NA
"1195",608,1993,1995,2,1721,19,"Dom",NA,NA,NA,"0",NA,NA
"1196",608,1993,1996,3,1721,21,"Help",16.5,NA,"PE","0",NA,5.50450219233333
"1197",608,1993,1997,4,1721,22,"Sub",15.5,24.6000003814697,"KB","0",615,6.34906043033333
"1198",608,1993,1998,5,1721,25,"Sub",NA,NA,NA,"0",NA,3.40909704468116
"1199",609,1993,1994,1,4536,17,"Dom",16.8999996185303,NA,"LG","1",NA,NA
"1200",609,1993,1995,2,4536,19,"Dom",16.3999996185303,NA,"JK","1",NA,NA
"1201",609,1993,1995,2,4536,19,"Dom",16.7999992370605,NA,"AD","1",NA,NA
"1202",609,1993,1996,3,4536,21,"Dom",NA,NA,NA,"1",NA,5.504502192368
"1203",609,1993,1997,4,4536,22,"Dom",14.3000001907349,26.3999996185303,"KO","1",1050,6.34906043033333
"1204",609,1993,1998,5,4536,25,"Dom",NA,NA,NA,"1",NA,3.40909704468116
"1205",609,1993,1999,6,4536,28,"Dom",NA,NA,NA,"1",NA,5.15521640609487
"1206",609,1993,2000,7,4536,39,"Dom",NA,NA,NA,"1",NA,NA
"1207",609,1993,2001,8,4536,40,"Dom",NA,NA,NA,"1",NA,NA
"1208",609,1993,2002,9,4536,41,"Dom",16.7000007629395,25.8999996185303,"JC","1",630,NA
"1209",609,1993,2003,10,4536,30,"Dom",16,25.8999996185303,"LB","1",650,3.65308711307692
"1210",609,1993,2004,11,4536,34,"Sub",16.5,25.7000007629395,"CE","1",915,NA
"1211",609,1993,2005,12,4536,37,"Sub",NA,NA,NA,"1",NA,3.76584093842371
"1212",628,1993,1994,1,3365,17,"Dom",14.8000001907349,NA,"LG","0",NA,NA
"1213",628,1993,1995,2,3365,19,"Dom",14.5,NA,"AD","0",NA,NA
"1214",628,1993,1996,3,3365,21,"Dom",16.7999992370605,NA,"PE","0",NA,5.50450219233333
"1215",628,1993,1997,4,3365,22,"Dom",14.3999996185303,23.8999996185303,"KB","0",640,6.34906043033333
"1216",628,1993,1998,5,3365,25,"Dom",NA,NA,NA,"0",NA,3.40909704468116
"1217",628,1993,1999,6,3365,28,"Dom",NA,NA,NA,"0",NA,5.15521640609487
"1218",628,1993,2000,7,3365,39,"Dom",NA,NA,NA,"0",NA,NA
"1219",628,1993,2001,8,3365,40,"Dom",NA,NA,NA,"0",NA,NA
"1220",628,1993,2002,9,3365,41,"Dom",NA,NA,NA,"0",NA,NA
"1221",629,1993,1994,1,2585,17,"Sub",15.8000001907349,NA,"LG","1",NA,NA
"1222",629,1993,1995,2,2585,19,"Dom",NA,NA,NA,"1",NA,NA
"1223",629,1993,1996,3,2585,21,"Dom",17.7000007629395,NA,"JK","1",NA,5.50450219233333
"1224",629,1993,1997,4,2585,22,"Dom",NA,NA,NA,"1",NA,6.34906043057842
"1225",629,1993,1998,5,2585,25,"Dom",NA,NA,NA,"1",NA,3.40909704468116
"1226",629,1993,1999,6,2585,28,"Dom",17.5,25.6000003814697,"DR","1",1050,NA
"1227",629,1993,1999,6,2585,28,"Dom",18.2000007629395,25.8999996185303,"KB","1",1025,5.15521640586667
"1228",629,1993,2000,7,2585,39,"Dom",NA,NA,NA,"1",NA,NA
"1229",630,1993,1994,1,1122,17,"Dom",14.3999996185303,NA,"LG","0",NA,NA
"1230",630,1993,1995,2,1122,19,"Dom",NA,NA,NA,"0",NA,NA
"1231",630,1993,1996,3,1122,21,"Dom",NA,NA,NA,"0",NA,5.504502192368
"1232",631,1994,1995,1,485,19,"Sub",16,NA,"AD","1",NA,NA
"1233",632,1993,1994,1,2585,17,"Dom",15.1999998092651,NA,"LG","1",NA,NA
"1234",632,1993,1995,2,2585,19,"Sub",NA,NA,NA,"1",NA,NA
"1235",632,1993,1996,3,2585,21,"Dom",NA,NA,NA,"1",NA,5.504502192368
"1236",632,1993,1997,4,2585,22,"Dom",NA,NA,NA,"1",NA,6.34906043057842
"1237",632,1993,1998,5,2585,25,"Dom",NA,NA,NA,"1",NA,3.40909704468116
"1238",632,1993,1999,6,2585,28,"Dom",15.5,24.7000007629395,"DR","1",643,NA
"1239",632,1993,2000,7,2585,39,"Dom",15.1000003814697,25.2999992370605,"DR","1",540,NA
"1240",633,1993,1994,1,1504,17,"Dom",16.6000003814697,NA,"JK","1",NA,NA
"1241",633,1993,1995,2,1504,19,"Dom",17.2000007629395,NA,"AD","1",NA,NA
"1242",633,1993,1996,3,1504,21,"Dom",NA,NA,NA,"1",NA,5.504502192368
"1243",633,1993,1997,4,1504,22,"Dom",NA,NA,NA,"1",NA,6.34906043057842
"1244",634,1993,1994,1,3364,17,"Dom",16.5,NA,"LG","1",NA,NA
"1245",634,1993,1995,2,3364,19,"Dom",NA,NA,NA,"1",NA,NA
"1246",634,1993,1996,3,3364,21,"Dom",NA,NA,NA,"1",NA,5.504502192368
"1247",634,1993,1997,4,3364,22,"Dom",NA,NA,NA,"1",NA,6.34906043057842
"1248",634,1993,1998,5,3364,25,"Dom",NA,NA,NA,"1",NA,3.40909704468116
"1249",634,1993,1999,6,3364,28,"Dom",NA,NA,NA,"1",NA,5.15521640609487
"1250",634,1993,2000,7,3364,39,"Dom",NA,NA,NA,"1",NA,NA
"1251",634,1993,2001,8,3364,40,"Dom",NA,NA,NA,"1",NA,NA
"1252",634,1993,2002,9,3364,41,"Dom",17,25.7999992370605,"ArD","1",510,NA
"1253",635,1993,1994,1,1715,17,"Dom",15.1000003814697,NA,"LG","0",NA,NA
"1254",635,1993,1995,2,1715,19,"Dom",NA,NA,NA,"0",NA,NA
"1255",635,1993,1996,3,1715,21,"Dom",NA,NA,NA,"0",NA,5.504502192368
"1256",635,1993,1997,4,1715,22,"Dom",NA,NA,NA,"0",NA,6.34906043057842
"1257",635,1993,1998,5,1715,25,"Sub",NA,NA,NA,"0",NA,3.40909704468116
"1258",636,1993,1994,1,1715,17,"Dom",15.6999998092651,NA,"LG","1",NA,NA
"1259",636,1993,1995,2,1715,19,"Dom",NA,NA,NA,"1",NA,NA
"1260",636,1993,1996,3,1715,21,"Dom",NA,NA,NA,"1",NA,5.504502192368
"1261",636,1993,1997,4,1715,22,"Dom",NA,NA,NA,"1",NA,6.34906043057842
"1262",636,1993,1998,5,1715,25,"Sub",NA,NA,NA,"1",NA,3.40909704468116
"1263",637,1993,1994,1,1715,17,"Dom",16.6000003814697,NA,"LG","1",NA,NA
"1264",637,1993,1995,2,1715,19,"Dom",16.2000007629395,NA,"AD","1",NA,NA
"1265",637,1993,1996,3,1715,21,"Dom",NA,NA,NA,"1",NA,5.504502192368
"1266",637,1993,1997,4,1715,22,"Dom",16.7000007629395,27,"KO","1",960,6.34906043033333
"1267",637,1993,1998,5,1715,25,"Sub",NA,NA,NA,"1",NA,3.40909704468116
"1268",638,1993,1994,1,3364,17,"Dom",17.7999992370605,NA,"LG","0",NA,NA
"1269",638,1993,1995,2,3364,19,"Dom",NA,NA,NA,"0",NA,NA
"1270",638,1993,1996,3,3364,21,"Help",NA,NA,NA,"0",NA,5.504502192368
"1271",638,1993,1997,4,3364,22,"Dom",NA,NA,NA,"0",NA,6.34906043057842
"1272",638,1993,1998,5,3364,25,"Dom",14.8000001907349,24.7000007629395,"DR","0",640,3.40909704426667
"1273",638,1993,1999,6,3364,28,"Dom",NA,NA,NA,"0",NA,5.15521640609487
"1274",638,1993,2000,7,3364,39,"Dom",NA,NA,NA,"0",NA,NA
"1275",638,1993,2001,8,3364,40,"Dom",NA,NA,NA,"0",NA,NA
"1276",638,1993,2002,9,3364,41,"Dom",NA,NA,NA,"0",NA,NA
"1277",639,1994,1995,1,3089,19,"Sub",NA,NA,NA,"0",NA,NA
"1278",639,1994,1996,2,3089,21,"Sub",NA,NA,NA,"0",NA,5.504502192368
"1279",639,1994,1997,3,3089,22,"Sub",NA,NA,NA,"0",NA,6.34906043057842
"1280",639,1994,1998,4,3089,25,"Dom",14.8000001907349,22.6000003814697,"DR","0",720,3.40909704426667
"1281",639,1994,1999,5,3089,28,"Dom",NA,NA,NA,"0",NA,5.15521640609487
"1282",639,1994,2000,6,3089,39,"Dom",NA,NA,NA,"0",NA,NA
"1283",639,1994,2001,7,3089,40,"Dom",NA,NA,NA,"0",NA,NA
"1284",639,1994,2002,8,3089,41,"Dom",NA,NA,NA,"0",NA,NA
"1285",640,1993,1994,1,2117,17,"Dom",18.6000003814697,NA,"LG","0",NA,NA
"1286",640,1993,1995,2,2117,19,"Dom",NA,NA,NA,"0",NA,NA
"1287",640,1993,1996,3,2117,21,"Dom",NA,NA,NA,"0",NA,5.504502192368
"1288",640,1993,1997,4,2117,22,"Dom",NA,NA,NA,"0",NA,6.34906043057842
"1289",640,1993,1998,5,2117,25,"Sub",NA,NA,NA,"0",NA,3.40909704468116
"1290",640,1993,1999,6,2117,28,"Sub",NA,NA,NA,"0",NA,5.15521640609487
"1291",641,1993,1994,1,1715,17,"Sub",14.6999998092651,NA,"LG","0",NA,NA
"1292",641,1993,1995,2,1715,19,"Sub",NA,NA,NA,"0",NA,NA
"1293",641,1993,1996,3,1715,21,"Help",NA,NA,NA,"0",NA,5.504502192368
"1294",641,1993,1997,4,1715,22,"Help",NA,NA,NA,"0",NA,6.34906043057842
"1295",641,1993,1998,5,1715,25,"Sub",14.3999996185303,25.7000007629395,"KB","0",880,5.83789656866667
"1296",642,1993,1994,1,789,17,"Dom",15.3000001907349,NA,"LG","1",NA,NA
"1297",642,1993,1995,2,789,19,"Dom",15.3999996185303,NA,"AD","1",NA,NA
"1298",663,1993,1994,1,2580,17,"Dom",15.6000003814697,NA,"LG","0",NA,NA
"1299",663,1993,1995,2,2580,19,"Dom",16,NA,"AD","0",NA,NA
"1300",663,1993,1996,3,2580,21,"Dom",NA,NA,NA,"0",NA,5.504502192368
"1301",663,1993,1997,4,2580,22,"Dom",NA,NA,NA,"0",NA,6.34906043057842
"1302",663,1993,1998,5,2580,25,"Dom",NA,NA,NA,"0",NA,3.40909704468116
"1303",663,1993,1999,6,2580,28,"Dom",NA,NA,NA,"0",NA,5.15521640609487
"1304",663,1993,2000,7,2580,39,"Dom",NA,NA,NA,"0",NA,NA
"1305",664,1993,1994,1,785,17,"Sub",16.7000007629395,NA,"LG","1",NA,NA
"1306",664,1993,1995,2,785,19,"Dom",NA,NA,NA,"1",NA,NA
"1307",665,1993,1994,1,1711,17,"Sub",17.8999996185303,NA,"LG","0",NA,NA
"1308",665,1993,1995,2,1711,19,"Sub",NA,NA,NA,"0",NA,NA
"1309",665,1993,1996,3,1711,21,"Dom",NA,NA,NA,"0",NA,5.504502192368
"1310",665,1993,1997,4,1711,22,"Dom",NA,NA,NA,"0",NA,6.34906043057842
"1311",665,1993,1998,5,1711,25,"Sub",NA,NA,NA,"0",NA,3.40909704468116
"1312",666,1993,1994,1,3360,17,"Sub",15.3999996185303,NA,"LG","0",NA,NA
"1313",666,1993,1995,2,3360,19,"Dom",NA,NA,NA,"0",NA,NA
"1314",666,1993,1996,3,3360,21,"Dom",NA,NA,NA,"0",NA,5.504502192368
"1315",666,1993,1997,4,3360,22,"Dom",NA,NA,NA,"0",NA,6.34906043057842
"1316",666,1993,1998,5,3360,25,"Dom",NA,NA,NA,"0",NA,3.40909704468116
"1317",666,1993,1999,6,3360,28,"Dom",NA,NA,NA,"0",NA,5.15521640609487
"1318",666,1993,2000,7,3360,39,"Dom",NA,NA,NA,"0",NA,NA
"1319",666,1993,2001,8,3360,40,"Dom",NA,NA,NA,"0",NA,NA
"1320",666,1993,2002,9,3360,41,"Dom",NA,NA,NA,"0",NA,NA
"1321",667,1994,1995,1,510,19,"Sub",15.3999996185303,NA,"AD","1",NA,NA
"1322",668,1994,1995,1,3084,19,"Dom",NA,NA,NA,"1",NA,NA
"1323",668,1994,1996,2,3084,21,"Sub",NA,NA,NA,"1",NA,5.504502192368
"1324",668,1994,1997,3,3084,22,"Dom",NA,NA,NA,"1",NA,6.34906043057842
"1325",668,1994,1998,4,3084,25,"Dom",NA,NA,NA,"1",NA,3.40909704468116
"1326",668,1994,1999,5,3084,28,"Dom",16.6000003814697,25.2000007629395,"KB","1",645,1.51550549603333
"1327",668,1994,2000,6,3084,39,"Dom",NA,NA,NA,"1",NA,NA
"1328",668,1994,2001,7,3084,40,"Dom",NA,NA,NA,"1",NA,NA
"1329",668,1994,2002,8,3084,41,"Dom",NA,NA,NA,"1",NA,NA
"1330",670,1993,1994,1,3358,17,"Sub",14.6999998092651,NA,"LG","0",NA,NA
"1331",670,1993,1995,2,3358,19,"Dom",NA,NA,NA,"0",NA,NA
"1332",670,1993,1996,3,3358,21,"Dom",NA,NA,NA,"0",NA,5.504502192368
"1333",670,1993,1997,4,3358,22,"Dom",NA,NA,NA,"0",NA,6.34906043057842
"1334",670,1993,1998,5,3358,25,"Dom",NA,NA,NA,"0",NA,3.40909704468116
"1335",670,1993,1999,6,3358,28,"Dom",NA,NA,NA,"0",NA,5.15521640609487
"1336",670,1993,2000,7,3358,39,"Dom",NA,NA,NA,"0",NA,NA
"1337",670,1993,2001,8,3358,40,"Dom",NA,NA,NA,"0",NA,NA
"1338",670,1993,2002,9,3358,41,"Dom",NA,NA,NA,"0",NA,NA
"1339",671,1993,1994,1,783,17,"Dom",14.1000003814697,NA,"LG","0",NA,NA
"1340",671,1993,1995,2,783,19,"Dom",NA,NA,NA,"0",NA,NA
"1341",672,1993,1994,1,1891,17,"Sub",15.8000001907349,NA,"LG","1",NA,NA
"1342",672,1993,1995,2,1891,19,"Dom",15.6999998092651,NA,"AD","1",NA,NA
"1343",672,1993,1996,3,1891,21,"Dom",NA,NA,NA,"1",NA,5.504502192368
"1344",672,1993,1997,4,1891,22,"Dom",NA,NA,NA,"1",NA,6.34906043057842
"1345",672,1993,1998,5,1891,25,"Dom",NA,NA,NA,"1",NA,3.40909704468116
"1346",673,1993,1994,1,1114,17,"Dom",16,NA,"LG","1",NA,NA
"1347",673,1993,1995,2,1114,19,"Dom",17,NA,"AD","1",NA,NA
"1348",673,1993,1996,3,1114,21,"Dom",NA,NA,NA,"1",NA,5.504502192368
"1349",674,1993,1994,1,2015,17,"Dom",15.3999996185303,NA,"LG","1",NA,NA
"1350",674,1993,1995,2,2015,19,"Dom",16.2000007629395,NA,"AD","1",NA,NA
"1351",674,1993,1996,3,2015,21,"Dom",NA,NA,NA,"1",NA,5.504502192368
"1352",674,1993,1997,4,2015,22,"Dom",NA,NA,NA,"1",NA,6.34906043057842
"1353",674,1993,1998,5,2015,25,"Dom",NA,NA,NA,"1",NA,3.40909704468116
"1354",674,1993,1999,6,2015,28,"Sub",NA,NA,NA,"1",NA,5.15521640609487
"1355",675,1993,1994,1,1708,17,"Dom",15,NA,"LG","0",NA,NA
"1356",675,1993,1995,2,1708,19,"Dom",NA,NA,NA,"0",NA,NA
"1357",675,1993,1996,3,1708,21,"Dom",NA,NA,NA,"0",NA,5.504502192368
"1358",675,1993,1997,4,1708,22,"Dom",NA,NA,NA,"0",NA,6.34906043057842
"1359",675,1993,1998,5,1708,25,"Sub",NA,NA,NA,"0",NA,3.40909704468116
"1360",676,1993,1994,1,2924,17,"Dom",15.5,NA,"LG","1",NA,NA
"1361",676,1993,1995,2,2924,19,"Dom",15.3000001907349,NA,"JK","1",NA,NA
"1362",676,1993,1996,3,2924,21,"Dom",NA,NA,NA,"1",NA,5.504502192368
"1363",676,1993,1997,4,2924,22,"Dom",NA,NA,NA,"1",NA,6.34906043057842
"1364",676,1993,1998,5,2924,25,"Dom",NA,NA,NA,"1",NA,3.40909704468116
"1365",676,1993,1999,6,2924,28,"Dom",NA,NA,NA,"1",NA,5.15521640609487
"1366",676,1993,2000,7,2924,39,"Dom",NA,NA,NA,"1",NA,NA
"1367",676,1993,2001,8,2924,40,"Dom",NA,NA,NA,"1",NA,NA
"1368",677,1993,1994,1,2924,17,"Dom",15.6000003814697,NA,"LG","0",NA,NA
"1369",677,1993,1995,2,2924,19,"Dom",NA,NA,NA,"0",NA,NA
"1370",677,1993,1996,3,2924,21,"Dom",NA,NA,NA,"0",NA,5.504502192368
"1371",677,1993,1997,4,2924,22,"Dom",15.1999998092651,24.6000003814697,"KO","0",660,6.34906043033333
"1372",677,1993,1998,5,2924,25,"Dom",NA,NA,NA,"0",NA,3.40909704468116
"1373",677,1993,1999,6,2924,28,"Dom",15.3999996185303,25,"KB","0",625,1.51550549603333
"1374",677,1993,2000,7,2924,39,"Dom",NA,NA,NA,"0",NA,NA
"1375",677,1993,2001,8,2924,40,"Dom",NA,NA,NA,"0",NA,NA
"1376",678,1993,1994,1,782,17,"Dom",14.8000001907349,NA,"LG","0",NA,NA
"1377",678,1993,1995,2,782,19,"Sub",NA,NA,NA,"0",NA,NA
"1378",679,1993,1994,1,1890,17,"Dom",NA,NA,NA,"0",NA,NA
"1379",679,1993,1995,2,1890,19,"Sub",13.1999998092651,NA,"AD","0",NA,NA
"1380",679,1993,1996,3,1890,21,"Sub",NA,NA,NA,"0",NA,5.504502192368
"1381",679,1993,1997,4,1890,22,"Sub",NA,NA,NA,"0",NA,6.34906043057842
"1382",679,1993,1998,5,1890,25,"Sub",NA,NA,NA,"0",NA,3.40909704468116
"1383",680,1993,1994,1,781,17,"Dom",16.1000003814697,NA,"LG","0",NA,NA
"1384",680,1993,1995,2,781,19,"Dom",NA,NA,NA,"0",NA,NA
"1385",681,1993,1994,1,781,17,"Dom",16.7000007629395,NA,"LG","1",NA,NA
"1386",681,1993,1995,2,781,19,"Dom",16.2999992370605,NA,"AD","1",NA,NA
"1387",774,1994,1995,1,3029,19,"Sub",NA,NA,NA,"0",NA,NA
"1388",774,1994,1996,2,3029,21,"Dom",NA,NA,NA,"0",NA,5.504502192368
"1389",774,1994,1997,3,3029,22,"Dom",NA,NA,NA,"0",NA,6.34906043057842
"1390",774,1994,1998,4,3029,25,"Dom",NA,NA,NA,"0",NA,3.40909704468116
"1391",774,1994,1999,5,3029,28,"Dom",NA,NA,NA,"0",NA,5.15521640609487
"1392",774,1994,2000,6,3029,39,"Dom",NA,NA,NA,"0",NA,NA
"1393",774,1994,2001,7,3029,40,"Dom",NA,NA,NA,"0",NA,NA
"1394",774,1994,2002,8,3029,41,"Dom",17,25.1000003814697,"ArD","0",1050,NA
"1395",776,1994,1995,1,2248,19,"Dom",NA,NA,NA,"1",NA,NA
"1396",776,1994,1996,2,2248,21,"Dom",NA,NA,NA,"1",NA,5.504502192368
"1397",776,1994,1997,3,2248,22,"Dom",17.5,26.7000007629395,"DR","1",1050,6.34906043033333
"1398",776,1994,1998,4,2248,25,"Dom",NA,NA,NA,"1",NA,3.40909704468116
"1399",776,1994,1999,5,2248,28,"Dom",16.1000003814697,26.2999992370605,"DR","1",1070,NA
"1400",776,1994,2000,6,2248,39,"Dom",NA,NA,NA,"1",NA,NA
"1401",788,1981,1982,1,2377,2,"Dom",NA,NA,NA,"0",NA,NA
"1402",788,1981,1983,2,2377,3,"Dom",NA,NA,NA,"0",NA,NA
"1403",788,1981,1984,3,2377,4,"Dom",NA,NA,NA,"0",NA,NA
"1404",788,1981,1985,4,2377,5,"Dom",NA,NA,NA,"0",NA,NA
"1405",788,1981,1986,5,2377,6,"Dom",NA,NA,NA,"0",NA,NA
"1406",788,1981,1987,6,2377,7,"Dom",NA,NA,NA,"0",NA,5.08906934631664
"1407",788,1981,1988,7,2377,8,"Dom",14,NA,"JK","0",NA,NA
"1408",789,1980,1981,1,2673,1,"Sub",13.8000001907349,NA,"JB","0",NA,NA
"1409",789,1980,1982,2,2673,2,"Sub",NA,NA,NA,"0",NA,NA
"1410",789,1980,1983,3,2673,3,"Dom",NA,NA,NA,"0",NA,NA
"1411",789,1980,1984,4,2673,4,"Dom",NA,NA,NA,"0",NA,NA
"1412",789,1980,1985,5,2673,5,"Dom",NA,NA,NA,"0",NA,NA
"1413",789,1980,1986,6,2673,6,"Dom",NA,NA,NA,"0",NA,NA
"1414",789,1980,1987,7,2673,7,"Dom",13.5,NA,"JK","0",NA,5.08906934646667
"1415",790,1980,1981,1,4081,1,"Sub",NA,NA,NA,"0",NA,NA
"1416",790,1980,1982,2,4081,2,"Sub",NA,NA,NA,"0",NA,NA
"1417",790,1980,1983,3,4081,3,"Sub",NA,NA,NA,"0",NA,NA
"1418",790,1980,1984,4,4081,4,"Dom",NA,NA,NA,"0",NA,NA
"1419",790,1980,1985,5,4081,5,"Dom",NA,NA,NA,"0",NA,NA
"1420",790,1980,1986,6,4081,6,"Dom",NA,NA,NA,"0",NA,NA
"1421",790,1980,1987,7,4081,7,"Dom",NA,NA,NA,"0",NA,5.08906934631664
"1422",790,1980,1988,8,4081,8,"Dom",NA,NA,NA,"0",NA,NA
"1423",790,1980,1989,9,4081,10,"Dom",NA,NA,NA,"0",NA,NA
"1424",790,1980,1990,10,4081,12,"Dom",14.8000001907349,NA,NA,"0",NA,2.6524428182
"1425",790,1980,1991,11,4081,14,"Dom",NA,NA,NA,"0",NA,NA
"1426",791,1980,1981,1,1425,1,"Sub",15.6999998092651,NA,"JB","0",NA,NA
"1427",791,1980,1982,2,1425,2,"Sub",NA,NA,NA,"0",NA,NA
"1428",791,1980,1983,3,1425,3,"Sub",NA,NA,NA,"0",NA,NA
"1429",791,1980,1984,4,1425,4,"Sub",NA,NA,NA,"0",NA,NA
"1430",792,1982,1983,1,5251,3,"Sub",NA,NA,NA,"0",NA,NA
"1431",792,1982,1984,2,5251,4,"Sub",NA,NA,NA,"0",NA,NA
"1432",792,1982,1985,3,5251,5,"Dom",NA,NA,NA,"0",NA,NA
"1433",792,1982,1986,4,5251,6,"Dom",NA,NA,NA,"0",NA,NA
"1434",792,1982,1987,5,5251,7,"Dom",NA,NA,NA,"0",NA,5.08906934631664
"1435",792,1982,1988,6,5251,8,"Dom",NA,NA,NA,"0",NA,NA
"1436",792,1982,1989,7,5251,10,"Dom",NA,NA,NA,"0",NA,NA
"1437",792,1982,1990,8,5251,12,"Sub",NA,NA,NA,"0",NA,2.65244281811658
"1438",792,1982,1991,9,5251,14,"Dom",NA,NA,NA,"0",NA,NA
"1439",792,1982,1992,10,5251,NA,"Sub",NA,NA,NA,"0",NA,NA
"1440",792,1982,1993,11,5251,16,"Sub",NA,NA,NA,"0",NA,NA
"1441",792,1982,1994,12,5251,17,"Sub",NA,NA,NA,"0",NA,NA
"1442",792,1982,1995,13,5251,19,"Sub",NA,NA,NA,"0",NA,NA
"1443",792,1982,1996,14,5251,21,"Dom",16,NA,"JK","0",NA,5.50450219233333
"1444",793,1981,1982,1,2405,2,"Dom",14.6999998092651,NA,"JB","1",NA,NA
"1445",793,1981,1983,2,2405,3,"Sub",NA,NA,NA,"1",NA,NA
"1446",793,1981,1984,3,2405,4,"Sub",NA,NA,NA,"1",NA,NA
"1447",793,1981,1985,4,2405,5,"Sub",NA,NA,NA,"1",NA,NA
"1448",793,1981,1986,5,2405,6,"Sub",NA,NA,NA,"1",NA,NA
"1449",793,1981,1987,6,2405,7,"Sub",14.5,NA,"JK","1",NA,5.08906934646667
"1450",793,1981,1988,7,2405,8,"Sub",NA,NA,NA,"1",NA,NA
"1451",794,1982,1983,1,5988,3,"Sub",NA,NA,NA,"0",NA,NA
"1452",794,1982,1984,2,5988,4,"Sub",NA,NA,NA,"0",NA,NA
"1453",794,1982,1985,3,5988,5,"Dom",NA,NA,NA,"0",NA,NA
"1454",794,1982,1986,4,5988,6,"Dom",NA,NA,NA,"0",NA,NA
"1455",794,1982,1987,5,5988,7,"Dom",NA,NA,NA,"0",NA,5.08906934631664
"1456",794,1982,1988,6,5988,8,"Dom",NA,NA,NA,"0",NA,NA
"1457",794,1982,1989,7,5988,10,"Dom",NA,NA,NA,"0",NA,NA
"1458",794,1982,1990,8,5988,12,"Dom",NA,NA,NA,"0",NA,2.65244281811658
"1459",794,1982,1991,9,5988,14,"Dom",NA,NA,NA,"0",NA,NA
"1460",794,1982,1992,10,5988,NA,"Sub",NA,NA,NA,"0",NA,NA
"1461",794,1982,1993,11,5988,16,"Dom",NA,NA,NA,"0",NA,NA
"1462",794,1982,1994,12,5988,17,"Dom",14.6999998092651,NA,"JK","0",NA,NA
"1463",794,1982,1995,13,5988,19,"Dom",NA,NA,NA,"0",NA,NA
"1464",794,1982,1996,14,5988,21,"Dom",NA,NA,NA,"0",NA,5.504502192368
"1465",794,1982,1997,15,5988,22,"Sub",NA,NA,NA,"0",NA,6.34906043057842
"1466",794,1982,1998,16,5988,25,"Dom",NA,NA,NA,"0",NA,3.40909704468116
"1467",795,1981,1982,1,1130,2,"Dom",16,NA,"TD","1",NA,NA
"1468",795,1981,1983,2,1130,3,"Dom",NA,NA,NA,"1",NA,NA
"1469",795,1981,1984,3,1130,4,"Dom",NA,NA,NA,"1",NA,NA
"1470",799,1982,1983,1,5480,3,"Dom",NA,NA,NA,"0",NA,NA
"1471",799,1982,1984,2,5480,4,"Sub",NA,NA,NA,"0",NA,NA
"1472",799,1982,1985,3,5480,5,"Dom",NA,NA,NA,"0",NA,NA
"1473",799,1982,1986,4,5480,6,"Dom",NA,NA,NA,"0",NA,NA
"1474",799,1982,1987,5,5480,7,"Dom",NA,NA,NA,"0",NA,5.08906934631664
"1475",799,1982,1988,6,5480,8,"Dom",NA,NA,NA,"0",NA,NA
"1476",799,1982,1989,7,5480,10,"Dom",NA,NA,NA,"0",NA,NA
"1477",799,1982,1990,8,5480,12,"Dom",NA,NA,NA,"0",NA,2.65244281811658
"1478",799,1982,1991,9,5480,14,"Dom",NA,NA,NA,"0",NA,NA
"1479",799,1982,1992,10,5480,NA,"Sub",NA,NA,NA,"0",NA,NA
